from,to
690912,429795
690912,333238
690912,333238
520219,1096697
520219,1096697
182912,75428
182912,176506
182912,341796
182912,176506
182912,1347325
690912,333238
182912,1347325
520219,6140290
182912,1347325
690912,333238
690912,333238
520219,1050204
520219,1050204
520219,6140290
520219,6140290
690912,333238
690912,333238
690912,558875
520219,653674
690912,333238
520219,653674
520219,6140290
182912,1347325
690912,429795
690912,333238
690912,333238
690912,333238
690912,333238
690912,220301
690912,333238
690912,1809526
182912,1541914
690912,250410
520219,5412274
690912,333238
690912,798040
690912,1809526
690912,104726
690912,104726
690912,1809526
520219,1096697
690912,333238
690912,333238
690912,333238
690912,89398
182912,176506
690912,1809526
520219,2727545
690912,261479
690912,333238
690912,333238
182912,269132
690912,333238
520219,1239167
520219,5978009
520219,3158671
690912,1658289
182912,176506
182912,176506
182912,176506
690912,333238
182912,103638
690912,333238
690912,333238
520219,412494
182912,4486286
182912,4486286
520219,405438
182912,176506
690912,333238
182912,1347325
520219,412494
520219,1346458
520219,1050204
520219,1631301
520219,357562
520219,1050204
690912,333238
690912,691199
520219,1050204
520219,1775971
690912,333238
690912,333238
3939222,1559280
690912,333238
690912,333238
690912,333238
690912,558875
520219,1096697
182912,176506
520219,1050204
690912,261479
182912,1347325
690912,691199
690912,261479
690912,1118245
690912,691199
182912,1347325
690912,333238
690912,111955
690912,261479
690912,7286377
690912,429795
690912,333238
182912,1347325
520219,496414
690912,2347602
182912,1541914
182912,176506
690912,333238
690912,2347602
520219,8311776
690912,4492762
690912,261479
690912,333238
690912,333238
690912,220301
690912,333238
520219,398625
690912,1658623
690912,89398
520219,8311776
690912,89398
690912,89398
690912,152521
690912,261479
690912,89398
690912,7286377
182912,1347325
690912,115712
690912,333238
49778,1689
49778,49779
49778,49779
49778,49779
49778,49779
49778,65559
49778,65559
49778,65559
49778,64716
49778,64716
49778,39
49778,2
49778,3
49778,11
49778,52
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,222
49778,52
49778,3
49778,3
49778,3
49778,2
49778,2
49778,52
49778,3
49778,52
49778,52
49778,43
49778,3
49778,3
49778,2
49778,3
49778,1149
49778,225
49778,112
49778,1149
49778,96
49778,2
49778,3
49778,3
49778,2
49778,52
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,11
49778,2
49778,2
49778,2
49778,52
49778,2
49778,96
49778,27527
49778,6626
49778,5993
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,43933
49778,43933
49778,43933
49778,2
49778,3
49778,13
49778,11
49778,52
49778,2
49778,3
49778,2
49778,112
49778,96
49778,1149
49778,2
49778,2
49778,2
49778,2
49778,5993
49778,22410
49778,3
49778,22410
49778,39917
49778,39917
49778,39917
49778,43933
49778,43933
49778,39917
49778,39917
49778,49780
49778,49781
49778,49779
49778,49780
49778,49780
49778,49780
49778,49781
49778,49780
49778,49779
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,54650
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,54650
49778,54650
49778,54650
49778,54650
49778,55853
49778,55847
49778,55976
49778,55964
49778,56436
49778,56436
49778,58274
49778,58206
49778,58206
49778,60162
49778,60162
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,60249
49778,60161
49778,60158
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,59573
49778,59774
49778,59384
49778,56436
49778,55976
49778,55976
49778,55964
49778,55976
49778,58206
49778,58206
49778,58206
49778,56510
49778,56510
49778,59774
49778,59774
49778,60162
49778,59774
49778,60870
49778,60870
49778,60920
49778,60941
49778,60870
49778,59753
49778,59753
49778,59753
49778,62134
49778,62705
49778,62871
49778,62671
49778,62671
49778,62671
49778,62671
49778,62671
49778,62636
49778,61775
49778,62822
49778,62134
49778,63761
49778,63760
49778,63892
49778,64038
49778,63760
49778,63261
49778,63076
49778,63978
49778,62134
49778,62134
49778,62134
49778,63761
49778,63240
49778,65425
49778,64651
49778,64598
49778,65389
49778,65254
49778,64598
49778,65389
49778,66754
49778,65932
49778,65766
49778,65903
49778,65766
49778,64716
49778,65425
49778,64716
49778,66871
49778,66871
49778,65766
49778,65766
49778,49780
49778,49780
49778,49779
49778,49780
49778,49780
49778,49779
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,50225
49778,54650
49778,50225
49778,50225
49778,50225
49778,51792
49778,50225
49778,50225
49778,50225
49778,55976
49778,56436
49778,55976
49778,55976
49778,60982
49778,60941
49778,55964
49778,60249
49778,62134
49778,52
49778,2
49778,1884
49778,1884
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,10
49778,52
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,3
49778,2
49778,52
49778,2
49778,2
49778,3
49778,3
49778,2
49778,2
49778,112
49778,96
49778,2
49778,2
49778,2
49778,2
49778,11
49778,11
49778,2
49778,2
49778,2
49778,2
49778,2
49778,11
49778,2
49778,23451
49778,22709
49778,2
49778,2
49778,2
49778,3
49778,13
49778,3
49778,2
49778,13
49778,52
49778,2
49778,2
49778,2752
49778,5558
49778,22410
49778,34254
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,38866
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,36194
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,44207
49778,43933
49778,43933
49778,43933
49778,43933
49778,39917
49778,39917
49778,39917
49778,43933
49778,2
49778,2
49778,43
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,2
49778,3
49778,2
49778,2
49778,2
49778,2
49778,22792
49778,2
49778,3
49778,2
49778,42
49778,11
49778,2
49778,3
49778,3
49778,11
49778,11
49778,2
49778,11
49778,2
49778,11
49778,2
49778,2
49778,1149
49778,22410
49778,22410
49778,43933
49778,42495
49778,43933
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,43933
49778,43933
49778,43933
49778,43933
49778,43933
49778,39917
49778,39917
49778,49781
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,51792
49778,54650
49778,54724
49778,54724
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,51797
49778,52182
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,52182
49778,52182
49778,52182
49778,52182
49778,51747
49778,52182
49778,51747
49778,54650
49778,49779
49778,49781
49778,49780
49778,50225
49778,50225
49778,50225
49778,50225
49778,51747
49778,52182
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52261
49778,51792
49778,51792
49778,54650
49778,54650
49778,54650
49778,55847
49778,56436
49778,55964
49778,56436
49778,56436
49778,56436
49778,58274
49778,60249
49778,60982
49778,56436
49778,56436
49778,56436
49778,56436
49778,56436
49778,56436
49778,56436
49778,55964
49778,55964
49778,58206
49778,58206
49778,58206
49778,58206
49778,56553
49778,60162
49778,60162
49778,59384
49778,60982
49778,64744
49778,65389
49778,65389
49778,62871
49778,64097
49778,63664
49778,64794
49778,64794
49778,64794
49778,64794
49778,64794
49778,64794
49778,56436
49778,56553
49778,55964
49778,56553
49778,56553
49778,56553
49778,56553
49778,58206
49778,60941
49778,60941
49778,60162
49778,60941
49778,58206
49778,56553
49778,55964
49778,55964
49778,58206
49778,59321
49778,59321
49778,60941
49778,62559
49778,63664
49778,64097
49778,64794
49778,64794
49778,64794
49778,65716
49778,62871
49778,62871
49778,62134
49778,64794
49778,64794
49778,66500
49778,64794
49778,50225
49778,50225
49778,50225
49778,52182
49778,50225
49778,52182
49778,52182
49778,54650
49778,50225
49778,50225
49778,52182
49778,52182
49778,51792
49778,51792
49778,52182
49778,50225
49778,50225
49778,50225
49778,52182
49778,52261
49778,52182
49778,53860
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,50225
49778,50225
49778,51792
49778,52182
49778,55964
49778,55964
49778,56436
49778,55964
49778,55964
49778,60941
49778,55964
49778,59384
49778,60982
49778,60982
49778,60982
49778,60941
49778,63261
49778,62134
49778,63664
49778,64794
49778,64794
49778,64794
49778,64794
49778,56436
49778,56436
49778,58206
49778,58206
49778,56436
49778,58206
49778,58206
49778,58206
49778,59321
49778,60941
49778,60941
49778,58206
49778,55964
49778,56436
49778,60183
49778,60941
49778,60183
49778,60941
49778,60941
49778,60941
49778,62871
49778,64794
49778,64794
49778,62871
49778,64330
49778,64794
49778,68214
49778,68214
49778,68112
49778,68389
49778,69107
49778,72270
49778,73047
49778,77123
49778,67921
49778,67821
49778,67821
49778,67816
49778,67821
49778,67821
49778,67821
49778,67821
49778,69500
49778,67821
49778,67821
49778,67821
49778,67821
49778,67821
49778,67821
49778,67821
49778,72230
49778,67821
49778,69500
49778,67821
49778,69500
49778,78424
49778,79607
49778,88843
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,67821
49778,67081
49778,67921
49778,69500
49778,69500
49778,85971
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,94208
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,98253
49778,83782
49778,83782
49778,83782
49778,98253
49778,98253
49778,98253
49778,98253
49778,117743
49778,113664
49778,100932
49778,119863
49778,119863
49778,122215
49778,126152
49778,122336
49778,124193
49778,128111
49778,128484
49778,128484
49778,130730
49778,129118
49778,129823
49778,131896
49778,132114
49778,132705
49778,132906
49778,118700
49778,122336
49778,122336
49778,126820
49778,128587
49778,131283
49778,131283
49778,131283
49778,131283
49778,106186
49778,106186
49778,119252
49778,122336
49778,124208
49778,127231
49778,132705
49778,131298
49778,124207
49778,124208
49778,124208
49778,119906
49778,124193
49778,124193
49778,132096
49778,2
49778,52
49778,1266
49778,2
49778,2
49778,10
49778,11
49778,43
49778,1530
49778,2
49778,2
49778,23
49778,2
49778,2
49778,3
49778,1742
49778,3966
49778,34254
49778,39917
49778,39917
49778,33922
49778,39917
49778,39917
49778,43933
49778,43933
49778,39917
49778,43933
49778,43933
49778,11
49778,3
49778,2
49778,2
49778,3
49778,1149
49778,22792
49778,22792
49778,2
49778,2
49778,11
49778,2
49778,11
49778,1149
49778,1149
49778,3
49778,2
49778,2
49778,2
49778,2
49778,2
49778,4491
49778,4491
49778,22792
49778,22792
49778,43933
49778,43933
49778,47104
49778,46378
49778,50225
49778,52182
49778,51792
49778,52182
49778,52182
49778,54724
49778,51792
49778,51792
49778,50225
49778,50225
49778,48421
49778,50225
49778,50225
49778,52182
49778,50225
49778,52182
49778,55853
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,52182
49778,52182
49778,52182
49778,52182
49778,50225
49778,53369
49778,54650
49778,59321
49778,60982
49778,60941
49778,60941
49778,60941
49778,62871
49778,65425
49778,64794
49778,58206
49778,56436
49778,56436
49778,58206
49778,58206
49778,58206
49778,59896
49778,62134
49778,62871
49778,52182
49778,52182
49778,50225
49778,46378
49778,50225
49778,50225
49778,50225
49778,50225
49778,53227
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,56436
49778,58206
49778,58206
49778,60941
49778,58206
49778,60162
49778,62134
49778,64794
49778,64794
49778,64794
49778,66885
49778,56553
49778,60982
49778,55964
49778,58206
49778,60183
49778,60183
49778,62559
49778,64794
49778,2
49778,2
49778,13
49778,43
49778,11
49778,43
49778,11
49778,22792
49778,22792
49778,22792
49778,43933
49778,30397
49778,30397
49778,34254
49778,2
49778,1909
49778,22792
49778,22792
49778,30397
49778,46302
49778,46302
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,52182
49778,50225
49778,54650
49778,55847
49778,55847
49778,49781
49778,50225
49778,50225
49778,52182
49778,50225
49778,52443
49778,50225
49778,60941
49778,56436
49778,56436
49778,56436
49778,55964
49778,56436
49778,58206
49778,60941
49778,65425
49778,56424
49778,64716
49778,62134
49778,64794
49778,49779
49778,50225
49778,50225
49778,50225
49778,52182
49778,52182
49778,50225
49778,64794
49778,56436
49778,70927
49778,69496
49778,78656
49778,98253
49778,91113
49778,98253
49778,97703
49778,98253
49778,68251
49778,69500
49778,69500
49778,69500
49778,69500
49778,69500
49778,80333
49778,83782
49778,98253
49778,98253
49778,81867
49778,98253
49778,106754
49778,99643
49778,101925
49778,127402
49778,134044
49778,107325
49778,117793
49778,117793
49778,124965
49778,69500
49778,67944
49778,67944
49778,86863
49778,83782
49778,98253
49778,98253
49778,98253
49778,83782
49778,94208
49778,98253
49778,81867
49778,83782
49778,98253
49778,98253
49778,98253
49778,83782
49778,83782
49778,98253
49778,98253
49778,119906
49778,119906
49778,119906
49778,119906
49778,99760
49778,3
49778,52
49778,112
49778,52
49778,13
49778,2
49778,3
49778,225
49778,1874
49778,21669
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,3
49778,2
49778,2
49778,2
49778,2
49778,11
49778,3
49778,2
49778,3
49778,2
49778,11
49778,2
49778,3
49778,2
49778,11
49778,3
49778,3
49778,2
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,2
49778,2
49778,3
49778,3
49778,3
49778,3
49778,3
49778,3
49778,2
49778,2
49778,3
49778,96
49778,1149
49778,96
49778,1149
49778,1149
49778,3
49778,2
49778,3
49778,2
49778,2
49778,2
49778,3
49778,2
49778,3
49778,96
49778,3
49778,3
49778,214
49778,22410
49778,22410
49778,22410
49778,5993
49778,22410
49778,22410
49778,22410
49778,22410
49778,22410
49778,5993
49778,22410
49778,3
49778,2
49778,52
49778,2
49778,52
49778,52
49778,52
49778,2
49778,11
49778,96
49778,2
49778,3
49778,3
49778,3
49778,52
49778,3
49778,3
49778,3
49778,2
49778,3
49778,3
49778,3
49778,2
49778,3
49778,3
49778,2
49778,52
49778,96
49778,2
49778,3
49778,52
49778,3
49778,3
49778,3
49778,11
49778,3
49778,1149
49778,3
49778,3
49778,52
49778,11
49778,11
49778,2
49778,2
49778,3
49778,2
49778,2
49778,22410
49778,5993
49778,22410
49778,22410
49778,22410
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,43933
49778,43933
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,49779
49778,49779
49778,49779
49778,49781
49778,49779
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52261
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,55853
49778,54650
49778,55976
49778,59774
49778,55976
49778,55976
49778,60920
49778,60920
49778,60982
49778,60982
49778,62822
49778,61775
49778,62871
49778,63261
49778,64040
49778,63240
49778,62134
49778,63261
49778,64794
49778,64716
49778,66274
49778,66500
49778,66436
49778,66871
49778,62871
49778,65425
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,51792
49778,51792
49778,54650
49778,54708
49778,54650
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,52182
49778,51792
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,52182
49778,51792
49778,54724
49778,54650
49778,55847
49778,55847
49778,54650
49778,50225
49778,50225
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,46302
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49780
49778,49781
49778,49781
49778,49781
49778,49780
49778,49780
49778,49780
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,51792
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,51792
49778,54724
49778,54650
49778,54650
49778,53860
49778,54724
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,52182
49778,51792
49778,54650
49778,54724
49778,54724
49778,55976
49778,55976
49778,55976
49778,55964
49778,56424
49778,56424
49778,56424
49778,55976
49778,55976
49778,55976
49778,55976
49778,58206
49778,60162
49778,60982
49778,56436
49778,55964
49778,56436
49778,58206
49778,55976
49778,56436
49778,58206
49778,60982
49778,60982
49778,60941
49778,65254
49778,66274
49778,64097
49778,62134
49778,64097
49778,62134
49778,56553
49778,55964
49778,55964
49778,56436
49778,58206
49778,55976
49778,56436
49778,56553
49778,58206
49778,58206
49778,58206
49778,60249
49778,60982
49778,60982
49778,59774
49778,60162
49778,60982
49778,55964
49778,55964
49778,55976
49778,55964
49778,58206
49778,58206
49778,58206
49778,58206
49778,60249
49778,63636
49778,64097
49778,64794
49778,66274
49778,62134
49778,62134
49778,64097
49778,64794
49778,65425
49778,64716
49778,3
49778,52
49778,3
49778,3
49778,3
49778,52
49778,52
49778,1149
49778,1149
49778,52
49778,52
49778,11
49778,112
49778,2488
49778,1909
49778,3187
49778,11
49778,5993
49778,22410
49778,22410
49778,22410
49778,22410
49778,3
49778,1149
49778,3
49778,34254
49778,34254
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,39917
49778,43933
49778,43933
49778,26283
49778,3
49778,11
49778,3
49778,39917
49778,43933
49778,39917
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,53860
49778,54724
49778,54650
49778,50225
49778,50225
49778,50225
49778,50225
49778,56436
49778,55964
49778,55964
49778,55964
49778,56436
49778,55964
49778,58206
49778,58206
49778,58206
49778,60249
49778,60249
49778,62134
49778,63664
49778,63261
49778,64097
49778,61775
49778,65389
49778,64794
49778,64794
49778,65389
49778,64794
49778,66024
49778,66871
49778,66871
49778,64794
49778,58206
49778,62134
49778,58206
49778,58206
49778,58206
49778,68214
49778,67081
49778,67921
49778,67921
49778,67921
49778,76638
49778,80122
49778,77123
49778,76638
49778,77123
49778,77123
49778,67921
49778,68251
49778,68251
49778,67921
49778,67921
49778,67921
49778,67921
49778,67921
49778,67921
49778,77123
49778,84923
49778,84923
49778,84592
49778,84592
49778,84601
49778,84592
49778,84592
49778,84923
49778,84923
49778,88518
49778,92536
49778,84923
49778,84601
49778,84923
49778,84923
49778,84592
49778,84592
49778,90297
49778,98003
49778,98253
49778,97215
49778,97215
49778,98253
49778,98253
49778,95557
49778,101586
49778,108909
49778,109114
49778,114502
49778,116559
49778,117274
49778,116559
49778,116559
49778,116559
49778,116559
49778,117007
49778,67821
49778,67944
49778,67821
49778,67821
49778,67921
49778,67821
49778,67821
49778,67821
49778,85190
49778,98253
49778,67921
49778,108228
49778,117743
49778,117743
49778,119056
49778,118831
49778,119056
49778,118873
49778,122179
49778,122216
49778,122216
49778,123655
49778,124207
49778,124208
49778,124216
49778,124384
49778,124849
49778,124862
49778,128043
49778,2752
49778,3
49778,3
49778,3
49778,58206
49778,58206
49778,58206
49778,3
49778,1909
49778,3
49778,22792
49778,58206
49778,62712
49778,64257
49778,78656
49778,67921
49778,117793
49778,52
49778,39917
49778,2
49778,22410
49778,39917
49778,49779
49778,49779
49778,49779
49778,49780
49778,49779
49778,49780
49778,49780
49778,49779
49778,50225
49778,49779
49778,49780
49778,49779
49778,49781
49778,49779
49778,49779
49778,58206
49778,49781
49778,49781
49778,49780
49778,55964
49778,58206
49778,55964
49778,56436
49778,56436
49778,43933
49778,43
49778,43
49778,52182
49778,52182
49778,50225
49778,56553
49778,52182
49778,52182
49778,62134
49778,124208
49778,67821
49778,67821
49778,67821
49778,67821
49778,67921
49778,83782
49778,2
49778,62134
49778,50225
49778,83782
49778,67921
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,56436
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,3
49778,11
49778,11
49778,11
49778,3
49778,2
49778,22410
49778,39917
49778,39917
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,49780
49778,49780
49778,49780
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,56436
49778,60941
49778,60941
49778,50225
49778,50225
49778,50225
49778,50225
49778,60941
49778,60941
49778,13
49778,39917
49778,39917
49778,56553
49778,62999
49778,63562
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,60982
49778,56553
49778,50225
49778,50225
49778,56553
49778,98253
49778,67821
49778,67921
49778,124607
49778,124607
49778,50225
49778,50225
49778,50225
49778,50225
49778,50225
49778,60941
49778,52182
49778,83782
49778,135276
49778,148747
49778,147727
49778,147805
49778,150620
49778,150819
49778,150620
49778,154426
49778,153496
49778,154805
49778,154452
49778,154640
49778,157233
49778,160105
49778,160300
49778,163361
49778,147662
49778,160300
49778,157233
49778,157233
49778,157233
49778,150620
49778,150620
49778,158129
49778,166785
49778,170754
49778,170539
49778,170450
49778,170345
49778,177876
49778,180093
49778,180162
49778,166785
49778,166785
49778,174074
49778,180093
49778,185750
49778,195809
49778,190383
49778,190383
49778,189743
49778,183628
49778,185663
49778,190891
49778,192071
49778,192072
49778,193308
49778,193711
49778,199561
49778,200138
49778,199561
49778,202328
49778,201780
49778,203217
49778,202368
49778,202193
49778,206451
49778,206300
49778,140572
49778,140613
49778,142893
49778,150048
49778,150620
49778,155526
49778,135785
49778,139590
49778,135472
49778,150620
49778,150620
49778,150048
49778,149829
49778,149829
49778,160300
49778,179458
49778,179458
49778,183628
49778,193711
49778,195662
49778,195662
49778,201081
49778,183628
49778,183628
49778,183628
49778,183628
49778,186929
49778,183628
49778,183628
49778,183628
49778,193711
49778,140613
49778,140573
49778,149829
49778,149829
49778,139590
49778,135785
49778,135785
49778,143391
49778,160300
49778,149829
49778,157233
49778,183628
49778,183628
49778,183628
49778,183628
49778,183628
49778,179458
49778,183628
49778,211282
49778,211341
49778,211374
49778,212047
49778,215988
49778,214371
49778,215717
49778,214822
49778,216169
49778,216169
49778,216451
49778,222143
49778,226202
49778,224590
49778,224594
49778,224961
49778,223259
49778,224758
49778,225681
49778,225727
49778,227394
49778,227394
49778,225524
49778,228540
49778,233212
49778,234841
49778,232911
49778,236119
49778,235493
49778,235634
49778,205999
49778,206899
49778,212943
49778,223192
49778,232942
49778,247452
49778,238251
49778,255701
49778,260560
49778,250073
49778,248527
49778,265069
49778,273262
49778,278171
49778,281455
49778,282118
49778,216451
49778,216451
49778,223192
49778,223192
49778,223192
49778,223192
49778,226180
49778,233668
49778,233668
49778,233668
49778,246329
49778,251249
49778,243026
49778,275342
49778,283621
49778,145997
49778,150048
49778,153647
49778,135785
49778,148837
49778,171286
49778,179458
49778,194071
49778,179458
49778,205999
49778,206899
49778,217385
49778,223192
49778,223192
49778,227840
49778,227840
49778,243875
49778,281228
49778,150620
49778,183628
49778,150048
49778,223192
49778,223192
49778,233668
49778,183628
49778,13
49778,30397
49778,3
49778,43
49778,474
49778,474
49778,4491
49778,22792
49778,50225
49778,50225
49778,50225
49778,52182
49778,55847
49778,55847
49778,56436
49778,56553
49778,58206
49778,60162
49778,56424
49778,64651
49778,50225
49778,50225
49778,55280
49778,50225
49778,50225
49778,52182
49778,52182
49778,50225
49778,50225
49778,50225
49778,50225
49778,46844
49778,49780
49778,56436
49778,56424
49778,56436
49778,56424
49778,60183
49778,60941
49778,60941
49778,56424
49778,64794
49778,2
49778,11
49778,22792
49778,22792
49778,10
49778,11
49778,22792
49778,22792
49778,22792
49778,43933
49778,43933
49778,11
49778,3
49778,3
49778,474
49778,214
49778,22792
49778,43933
49778,38418
49778,50225
49778,50225
49778,49779
49778,50225
49778,51792
49778,51792
49778,56553
49778,64794
49778,64257
49778,64794
49778,64651
49778,46844
49778,51792
49778,52182
49778,54650
49778,50225
49778,50225
49778,50225
49778,51792
49778,50225
49778,50225
49778,50225
